year,series_name,match_type,match_no,match_date,match_winning_team,match_toss,innings,ball_no,over_no,ball_commentary
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,42,1,"Siraj to Pollard, no run, short of length delivery, Pollard knocks it to leg. Nicely bowled, pace off and Pollard had to adjust the defence"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,43,1,"Siraj to Pollard, no run, big Polly won't like that! Siraj bowls a short delivery, Pollard tries to baack away and gets hit on the right chest. That must have woken him up surely"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,44,1,"Siraj to Ishan Kishan, 1 run, low full toss, Kishan flicks it to fine leg"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,45,1,"Siraj to Ishan Kishan, FOUR, what have you done, Washi? Look away from Siraj. He's staring! This should have been an easy swallow at deep backward square leg had he been near the rope. Was a few yards inside and in the end had to jump, didn't touch the ball and what's worse, the ball bounced inside the rope. Siraj had every reason to be angry. Kishan creamed that pull short off this short ball, thought he was gone but what a great escape"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,46,1,"Siraj to Ishan Kishan, wide, nope! A ball down leg side will have to be rebowled"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,47,1,Mohammed Siraj [3.0-0-15-0] is back into the attack
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,48,1,"Kieron Pollard, right handed bat, comes to the crease"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,49,1,"Time-out. The elation on Kohli's face says it. This could make a difference of 10 runs to the total, but MI never run out of batters. It's a very interesting middle phase that happened. Runs, smart moves and wickets. 170 is a very good total on this up and down pitch. Can RCB close out the overs well?"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,50,1,"Harshal Patel to Hardik Pandya, out Lbw!! Hardik Pandya out to a full toss in this format. Can you imagine? But full credit to Harshal Patel for taking pace off. Pandya played for normal pace and fell over slightly trying the flick, the ball came slow and the impact was in line with leg stump. Hardik was across the stumps to make like easy for umpire Nitin Menon, but you don't need external help if you are Nitin Menon. Been top class with his umpiring. Hardik Pandya lbw b Harshal Patel 13(10) [4s-2]"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,51,1,"Harshal Patel to Hardik Pandya, THATS OUT!! Lbw!!"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,52,1,"Pandya given OUT LBW, but he's reviewed. Looks OUT, no bat. Three reds!"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,53,1,"Harshal Patel to Hardik Pandya, FOUR, smart! Third man in and Hardik uses the pace on the ball from Harshal Patel this time. Was moving across to force the bowler into thinking he'll do the same but he's backed away to make room and guided this between backward point and short third man"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,54,1,"Harshal Patel to Hardik Pandya, 2 runs, walks a long way across but doesn't get the pace to work with, just tucked through square leg for a run"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,55,1,"Harshal Patel to Ishan Kishan, 1 run, tries to go big, but checks the drive as Harshal Patel takes pace off, played to long-off"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,56,1,"Harshal Patel to Ishan Kishan, no run, slower delivery, Kishan mistimes the flick, inside edge onto pad"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,57,1,Harshal Patel [1.0-0-15-0] is back into the attack
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,58,1,"Christian to Ishan Kishan, 1 run, rolls his wrists to flick the slower delivery behind square to make it eight off the over"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,59,1,"Christian to Ishan Kishan, 2 runs, short slower delivery, Kishan helps it away to deep mid-wicket, big enough gap for two"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,60,1,"Christian to Hardik Pandya, 1 run, short and slow, Pandya waits to slap it hard to long-on"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,61,1,"Christian to Hardik Pandya, no run, pace off, back of a length, Pandya pushes to point"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,62,1,"Christian to Hardik Pandya, FOUR, wo wo! Careful, Dan! Forget the boundary, Christian had to protect his head. Oh he actually didn't try to save his face, went for the catch. Pandya smashes this overpitched freebie, the ball escaped Christian's hands as he went reverse cup. Thankfully no damage done"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,63,1,"Christian to Hardik Pandya, no run, short of length and rushing Pandya on the cross-batted swipe, hit on the thigh pad"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,64,1,Daniel Christian [1.0-0-13-0] is back into the attack
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,65,1,MI are already going at a good rate on this pitch. So Pandya happy to get his eye in. We all know how he can demolish spinners
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,66,1,"Chahal to Hardik Pandya, 1 run, flighted delivery on the leg stump, Pandya defends and plays it to mid-on"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,67,1,"Chahal to Ishan Kishan, 1 run, swept away through backward square leg"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,68,1,"Chahal to Ishan Kishan, FOUR, and he extends his arms further. Threatens to advance again, so Chahal bowls way outside off stump, Kishan stretches fully and guides late, splits backward point and short third man to perfection"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,69,1,"Chahal to Ishan Kishan, SIX, a delight to watch clean-hitters in this format. Chahal trying to push this wide on seeing Kishan advance, but Kishan ushed his reach to loft this handsomely into the black sightscreen"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,70,1,"Chahal to Hardik Pandya, 1 run, risky! But he escapes. Pandya blocked this off the front foot to the right of the bowler, Chahal attacked with the slide and fired the throw but it was wide. Flings his left elbow in mild pain as he landed badly. Is fine to carry on"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,71,1,Yuzvendra Chahal [3.0-0-26-0] is back into the attack
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,72,1,"Washington Sundar to Ishan Kishan, no run, tries to flick, wears it on the pad, going down"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,73,1,"Hardik Pandya, right handed bat, comes to the crease"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,74,1,"Washington Sundar to Chris Lynn, out Caught&Bowled!! Another master move by Kohli! He's been smart with his bowling changes and there's no set pattern for the opponents to expect. Washi gets turns from his home pitch and Lynn miscued the slog completely. looked like it hit him on the outside half and sligjtly high too. Washi knew there was no mid-on or mid-wicket. so raced back from his bowling crease, judged it really well and took it over his shoulders. A good debut for Lynn. Had to dig deep after running the captain out. Chris Lynn c and b Washington Sundar 49(35) [4s-4 6s-3]"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,75,1,"Washington Sundar to Chris Lynn, THATS OUT!! Caught&Bowled!!"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,76,1,"Washington Sundar to Chris Lynn, 1 run, slogged across the linne to deep square leg"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,77,1,"Washington Sundar to Chris Lynn, FOUR, catch is the cry but you had to be Matt Hayden to be placed very straight at mid-on by Dhoni. Flatter delivery slightly turning, Lynn bunts it hard, hits it over the non-striker and long-on had no chance"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,78,1,Sundar in the second half of the innings! Do they have a different role for him? Interesting...
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,79,1,"Washington Sundar to Ishan Kishan, 1 run, flighted delivery on the stumps, Kishan pushes past Washi's dive towards long-on"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,80,1,"Washington Sundar, right-arm off break, comes into the attack"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,81,1,"Siraj to Ishan Kishan, 1 run, smarly opens the face of the bat and guides late to third man, used all the pace on offer from Siraj. Cut off at third man though"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,82,1,"Siraj to Chris Lynn, 1 run, in the airrrr and just short of Jamieson. If Jamieson can't get there, no one in this RCB line-up can. Pace off and into the pitch again, good variation from Siraj, Lynn toe-ends the slap towards mid-off, who runs and dives. Doesn't get there"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,83,1,"Siraj to Chris Lynn, no run, oh beat him for pace! An Indian pacer beats a bloke who plays at the Gabba for pace on a sluggish pitch! Wow! Fullish and outside off stump, Lynn was late in coming forward, lucky didn't edge this to ABdV"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,84,1,"Siraj to Ishan Kishan, 1 run, tucked through backward square leg as Siraj rushes Kishan with a short of length delivery"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,85,1,"Siraj to Ishan Kishan, no run, oh Kishan looks to defend and gets hit high on the bat. This is playing slightly up and down, so won't be easy to hit straightaway unless dew sets in"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,86,1,"Siraj to Chris Lynn, 1 run, short of length delivery on the off stump, Lynn pushes it along the ground for a run"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,87,1,Mohammed Siraj [2.0-0-11-0] is back into the attack
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,88,1,"Ishan Kishan, left handed bat, comes to the crease"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,89,1,"Jamieson to Suryakumar Yadav, out Caught by de Villiers!! Wow! He's got him and what a move by Kohli! Two overs left off Jamieson but he was smart to use one of them now. If the surface is slow, pace off and into the wicket works. Jamieson gets a bit of bounce too, SKY had to delay the upper cut and that put his balance off a wee bit, which is why he outside-edged this to the keeper. Delight for Kohli and RCB. The set and ominous looking Surya walks back. Jamieson opens his wickets column in the IPL. Suryakumar Yadav c de Villiers b Jamieson 31(23) [4s-4 6s-1]"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,90,1,"Jamieson to Suryakumar Yadav, THATS OUT!! Caught!!"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,91,1,"Jamieson to Suryakumar Yadav, no run, good comeback from Jamieson. Bowls back of a length and outside off stump, tough length to hit on sluggish surfaces. SKY slashes and misses"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,92,1,"Jamieson to Suryakumar Yadav, SIX, that's it! That the zone. Jamieson feeding a leg stump ball on length, SKY loves to use his wrists, flicks it aerial and doesn't mind the fielder in the deep. Clears quite comfortably"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,93,1,"Jamieson to Suryakumar Yadav, no run, oh what happened there? SKY playing too far across the line, wanted to send this hack through square leg than mid-wicket, misses and the ball brushes the thigh pad en route to ABdV"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,94,1,"Jamieson to Chris Lynn, 1 run, oh went for the big slog across the line but Jamieson took pace off to catch the inside edge, ball rolls along the groung through backward square leg"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,95,1,"Jamieson to Suryakumar Yadav, 1 run, driven along the ground to long-on"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,96,1,Kyle Jamieson [2.0-0-7-0] is back into the attack
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,97,1,"Chahal to Chris Lynn, no run, leading edge as Lynn tries to work against the turn. It loops up and falls short of backward point. Chahal extracts quite a bit of turn as Lynn looks to whip a ball from outside off"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,98,1,"Chahal to Chris Lynn, no run, back of a length on off, flat through the air, Lynn blocks from the crease"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,99,1,"Chahal to Suryakumar Yadav, 1 run, cuts it from close to off stump wide of point"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,100,1,"Chahal to Chris Lynn, 1 run, Lynn works this through midwicket as the ball drifts in"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,101,1,"Chahal to Suryakumar Yadav, 1 run, goes for the sweep again, with the ball this time deflecting fine off the pad past leg stump as Chahal fires it through. The umpire gives it runs, maybe an edge was involved too"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,102,1,"Chahal to Suryakumar Yadav, no run, tries sweeping off leg stump but gets it on the glove as the ball stops on him"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,103,1,Yuzvendra Chahal [2.0-0-23-0] is back into the attack
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,104,1,"Time out! If you were worried Rohit's run out was going to weigh on Lynn, that fear has been bashed out pretty quick. The pitch didn't initially look like it had a run-fest in it, but Lynn and now Suryakumar have got the boundaries flowing. Dangerous times for RCB."
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,105,1,"Christian to Chris Lynn, FOUR, back of a length delivery outside off, slapped hard through extra cover. Sundar slides across at the boundary looking to flick it in. But his foot is in contact with the cushion as he does so"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,106,1,"Christian to Chris Lynn, wide, goes for a wide yorker but this is well beyond the marker"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,107,1,"Christian to Chris Lynn, 2 runs, gosh how hard has he hit this. Back of a length outside off, there's width for Lynn who flat-bats it down the ground. Jamieson does really well at long-off to his right"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,108,1,"Christian to Suryakumar Yadav, 1 run, clipped through to deep midwicket"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,109,1,"Christian to Suryakumar Yadav, FOUR, Suryakumar doing Suryakumar things. Manufactures a late cut out of nowhere. Back of a length delivery close to off, he has the field in mind with third man in the ring, and he has the talent to pull it off despite the lack of room"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,110,1,"Christian to Chris Lynn, 1 run, advances down to find the length being shortened, swats it away to deep midwicket"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,111,1,"Daniel Christian, right-arm fast medium, comes into the attack"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,112,1,"Harshal Patel to Chris Lynn, 1 run, back of a length delivery outside off, Lynn punches to deep point"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,113,1,"Harshal Patel to Suryakumar Yadav, 1 run, Harshal takes pace off and is driven through to long-on"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,114,1,"Harshal Patel to Suryakumar Yadav, FOUR, boundaries flowing for MI. Barely short of length, but Suryakumar gets in such a fine position that he still manages to pull it away crisply through midwicket. Probably should've been cut off by long-on running across"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,115,1,"Harshal Patel to Suryakumar Yadav, no run, looks to driven on the up but this cross-seam delivery stops on him. Suryakumar chips it up towards mid-off. Doesn't carry"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,116,1,"Harshal Patel to Chris Lynn, 1 run, clipped away through square leg"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,117,1,"Harshal Patel to Chris Lynn, SIX, Lynn has swallowed this free hit whole. Short of length, absolutely pounds the pull over cow corner"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,118,1,"Harshal Patel to Suryakumar Yadav, no ball, 1 run, back of a length delivery outside off, Suryakumar punches it through to deep cover. The hooter goes off at the stadium, Harshal has overstepped"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,119,1,"Harshal Patel, right-arm fast medium, comes into the attack"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,120,1,"Shahbaz Ahmed to Suryakumar Yadav, 1 run, driven to long-on"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,121,1,"Shahbaz Ahmed to Chris Lynn, SIX, this is incredible power on show. Not quite on the Lynnsanity spectrum, but getting there. Back of a length, fired in on leg stump, Lynn just stands in the crease and whacks it over long-on. Not many could've done that"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,122,1,"Shahbaz Ahmed to Chris Lynn, FOUR, slapped away through extra cover. Only slightly short, turnng away from off stump. Lynn backs away to make room and belts it"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,123,1,"Shahbaz Ahmed to Suryakumar Yadav, 1 run, quite full at the stumps, driven to long-off"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,124,1,"Shahbaz Ahmed to Chris Lynn, 1 run, flat and pushed through, back of a length around off from round the wicket, Lynn punches down to long-off"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,125,1,"Shahbaz Ahmed, Left arm orthodox, comes into the attack"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,126,1,"Chahal to Suryakumar Yadav, FOUR, and finishes the powerplay with a boundary. The move to get Chahal in early hasn't worked for RCB as MI have injected momentum into their innings by taking him for runs. Dragged down short outside off, Suryakumar cuts it through the gap in the off-side ring"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,127,1,"Chahal to Suryakumar Yadav, no run, length ball drifting in on leg, quicker through the air, Suryakumar gets his front leg out and defends"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,128,1,"Chahal to Chris Lynn, 1 run, whips the googly uppishly through midwicket"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,129,1,"Chahal to Chris Lynn, no run, darted in flat, back of a length just outside off, Lynn cuts but can't beat a diving backward point"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,130,1,"Chahal to Chris Lynn, SIX, seems to have got hold of it. Just about. Dances down to get close to the pitch and swings down the ground. Bat face slightly turns but he's got enough meat to clear long-on"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,131,1,"Jamieson to Suryakumar Yadav, no run, full ball at the stumps, defended into the on-side"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,132,1,"Jamieson to Chris Lynn, 1 run, seems like a slower ball just outside off, Lynn punches through to deep point"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,133,1,"Jamieson to Suryakumar Yadav, 1 run, whips it off the hip to deep backward square"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,134,1,"Jamieson to Suryakumar Yadav, no run, defended down the wicket"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,135,1,"STAT: Rohit Sharma has been involved in most runouts in IPL - 36 (11 times himself out, 25 times partners out)"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,136,1,"Jamieson to Suryakumar Yadav, FOUR, this bloke continues to find timing straightaway, slow pitch or whatever. Poor delivery though. Back of a length on the pads, clipped away to the square leg boundary"
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,137,1,Kyle Jamieson [1.0-0-1-0] is back into the attack
2021,Indian Premier League,T20 IPL,1st Match,"April 9, 2021",Royal Challengers Bangalore,"Royal Challengers Bangalore, who chose to field",Royal Challengers Bangalore,138,1,"Suryakumar Yadav, right handed bat, comes to the crease"
