name,href,role,profile_id
David wiese,https://www.cricbuzz.com/profiles/8589/david-wiese,bench,8589
Suyash sharma,https://www.cricbuzz.com/profiles/36487/suyash-sharma,bench,36487
Trevor bayliss,https://www.cricbuzz.com/profiles/42614/trevor-bayliss,support_staff,42614
Brad haddin,https://www.cricbuzz.com/profiles/159/brad-haddin,support_staff,159
Wasim jaffer,https://www.cricbuzz.com/profiles/499/wasim-jaffer,support_staff,499
Charl langeveldt,https://www.cricbuzz.com/profiles/215/charl-langeveldt,support_staff,215
Chandrakant pandit,https://www.cricbuzz.com/profiles/3870/chandrakant-pandit,support_staff,3870
James foster,https://www.cricbuzz.com/profiles/1914/james-foster,support_staff,1914
Bharat arun,https://www.cricbuzz.com/profiles/3873/bharat-arun,support_staff,3873
Abhishek nayar,https://www.cricbuzz.com/profiles/1463/abhishek-nayar,support_staff,1463
David hussey,https://www.cricbuzz.com/profiles/562/david-hussey,support_staff,562
Ryan ten doeschate,https://www.cricbuzz.com/profiles/640/ryan-ten-doeschate,support_staff,640
Omkar salvi,https://www.cricbuzz.com/profiles/42618/omkar-salvi,support_staff,42618
Chris donaldson,https://www.cricbuzz.com/profiles/42625/chris-donaldson,support_staff,42625
Mark wood,https://www.cricbuzz.com/profiles/8383/mark-wood,playing_11,8383
Rilee rossouw,https://www.cricbuzz.com/profiles/2244/rilee-rossouw,playing_11,2244
Mukesh kumar,https://www.cricbuzz.com/profiles/10754/mukesh-kumar,playing_11,10754
Swapnil singh,https://www.cricbuzz.com/profiles/10238/swapnil-singh,bench,10238
Naveen ul haq,https://www.cricbuzz.com/profiles/11289/naveen-ul-haq,bench,11289
Yash thakur,https://www.cricbuzz.com/profiles/12096/yash-thakur,bench,12096
Philip salt,https://www.cricbuzz.com/profiles/10479/philip-salt,bench,10479
Abishek porel,https://www.cricbuzz.com/profiles/24326/abishek-porel,bench,24326
Gautam gambhir,https://www.cricbuzz.com/profiles/308/gautam-gambhir,support_staff,308
Morne morkel,https://www.cricbuzz.com/profiles/608/morne-morkel,support_staff,608
Andy flower,https://www.cricbuzz.com/profiles/3406/andy-flower,support_staff,3406
Vijay dahiya,https://www.cricbuzz.com/profiles/3945/vijay-dahiya,support_staff,3945
Jonty rhodes,https://www.cricbuzz.com/profiles/4594/jonty-rhodes,support_staff,4594
Ricky ponting,https://www.cricbuzz.com/profiles/38/ricky-ponting,support_staff,38
Ajit agarkar,https://www.cricbuzz.com/profiles/146/ajit-agarkar,support_staff,146
Biju george,https://www.cricbuzz.com/profiles/42628/biju-george,support_staff,42628
James hopes,https://www.cricbuzz.com/profiles/364/james-hopes,support_staff,364
Shane watson,https://www.cricbuzz.com/profiles/158/shane-watson,support_staff,158
Pravin amre,https://www.cricbuzz.com/profiles/3895/pravin-amre,support_staff,3895
Harry brook,https://www.cricbuzz.com/profiles/12201/harry-brook,playing_11,12201
Vivrant sharma,https://www.cricbuzz.com/profiles/19302/vivrant-sharma,bench,19302
Mayank dagar,https://www.cricbuzz.com/profiles/10953/mayank-dagar,bench,10953
Upendra yadav,https://www.cricbuzz.com/profiles/11965/upendra-yadav,bench,11965
Akeal hosein,https://www.cricbuzz.com/profiles/8435/akeal-hosein,bench,8435
Samarth vyas,https://www.cricbuzz.com/profiles/10839/samarth-vyas,bench,10839
Sanvir singh,https://www.cricbuzz.com/profiles/13509/sanvir-singh,bench,13509
Nitish reddy,https://www.cricbuzz.com/profiles/14701/nitish-reddy,bench,14701
Donavon ferreira,https://www.cricbuzz.com/profiles/14798/donavon-ferreira,bench,14798
Kunal singh rathore,https://www.cricbuzz.com/profiles/32854/kunal-singh-rathore,bench,32854
Abdul basith,https://www.cricbuzz.com/profiles/22466/abdul-basith,bench,22466
Akash vasisht,https://www.cricbuzz.com/profiles/10266/akash-vasisht,bench,10266
Joe root,https://www.cricbuzz.com/profiles/8019/joe-root,bench,8019
Brian lara,https://www.cricbuzz.com/profiles/240/brian-lara,support_staff,240
Hemang badani,https://www.cricbuzz.com/profiles/3943/hemang-badani,support_staff,3943
Simon helmot,https://www.cricbuzz.com/profiles/42632/simon-helmot,support_staff,42632
Muttiah muralitharan,https://www.cricbuzz.com/profiles/110/muttiah-muralitharan,support_staff,110
Ryan cook,https://www.cricbuzz.com/profiles/42646/ryan-cook,support_staff,42646
Dale steyn,https://www.cricbuzz.com/profiles/508/dale-steyn,support_staff,508
Trevor penney,https://www.cricbuzz.com/profiles/42649/trevor-penney,support_staff,42649
Kumar sangakkara,https://www.cricbuzz.com/profiles/104/kumar-sangakkara,support_staff,104
Lasith malinga,https://www.cricbuzz.com/profiles/111/lasith-malinga,support_staff,111
Dishant yagnik,https://www.cricbuzz.com/profiles/7845/dishant-yagnik,support_staff,7845
Siddhartha lahiri,https://www.cricbuzz.com/profiles/42656/siddhartha-lahiri,support_staff,42656
Michael bracewell,https://www.cricbuzz.com/profiles/9551/michael-bracewell,playing_11,9551
Reece topley,https://www.cricbuzz.com/profiles/8349/reece-topley,playing_11,8349
Cameron green,https://www.cricbuzz.com/profiles/12225/cameron-green,playing_11,12225
Nehal wadhera,https://www.cricbuzz.com/profiles/13915/nehal-wadhera,playing_11,13915
Manoj bhandage,https://www.cricbuzz.com/profiles/13962/manoj-bhandage,bench,13962
Sonu yadav,https://www.cricbuzz.com/profiles/11641/sonu-yadav,bench,11641
Rajan kumar,https://www.cricbuzz.com/profiles/32786/rajan-kumar,bench,32786
Avinash singh,https://www.cricbuzz.com/profiles/36475/avinash-singh,bench,36475
Himanshu sharma,https://www.cricbuzz.com/profiles/36482/himanshu-sharma,bench,36482
Duan jansen,https://www.cricbuzz.com/profiles/18523/duan-jansen,bench,18523
Raghav goyal,https://www.cricbuzz.com/profiles/36496/raghav-goyal,bench,36496
Sanjay bangar,https://www.cricbuzz.com/profiles/1814/sanjay-bangar,support_staff,1814
Sridharan sriram,https://www.cricbuzz.com/profiles/3942/sridharan-sriram,support_staff,3942
Adam griffith,https://www.cricbuzz.com/profiles/42663/adam-griffith,support_staff,42663
Malolan rangarajan,https://www.cricbuzz.com/profiles/8899/malolan-rangarajan,support_staff,8899
Mike hesson,https://www.cricbuzz.com/profiles/42667/mike-hesson,support_staff,42667
Mark boucher,https://www.cricbuzz.com/profiles/208/mark-boucher,support_staff,208
Shane bond,https://www.cricbuzz.com/profiles/418/shane-bond,support_staff,418
James pamment,https://www.cricbuzz.com/profiles/42670/james-pamment,support_staff,42670
Sachin tendulkar,https://www.cricbuzz.com/profiles/25/sachin-tendulkar,support_staff,25
Zaheer khan,https://www.cricbuzz.com/profiles/71/zaheer-khan,support_staff,71
Mahela jayawardene,https://www.cricbuzz.com/profiles/101/mahela-jayawardene,support_staff,101
Jagadeesh arunkumar,https://www.cricbuzz.com/profiles/1805/jagadeesh-arunkumar,support_staff,1805
Sourav ganguly,https://www.cricbuzz.com/profiles/29/sourav-ganguly,support_staff,29
Gurnoor brar,https://www.cricbuzz.com/profiles/22141/gurnoor-brar,bench,22141
Heinrich klaasen,https://www.cricbuzz.com/profiles/10209/heinrich-klaasen,bench,10209
Sisanda magala,https://www.cricbuzz.com/profiles/10172/sisanda-magala,playing_11,10172
Wayne parnell,https://www.cricbuzz.com/profiles/1692/wayne-parnell,playing_11,1692
Dasun shanaka,https://www.cricbuzz.com/profiles/8422/dasun-shanaka,bench,8422
Litton das,https://www.cricbuzz.com/profiles/8540/litton-das,bench,8540
Vijaykumar vyshak,https://www.cricbuzz.com/profiles/10486/vijaykumar-vyshak,playing_11,10486
Aarya desai,https://www.cricbuzz.com/profiles/38132/aarya-desai,bench,38132
Arpit guleria,https://www.cricbuzz.com/profiles/14383/arpit-guleria,bench,14383
Vikram solanki,https://www.cricbuzz.com/profiles/166/vikram-solanki,support_staff,166
Mithun manhas,https://www.cricbuzz.com/profiles/597/mithun-manhas,support_staff,597
Johnson charles,https://www.cricbuzz.com/profiles/8101/johnson-charles,bench,8101
Suryansh shedge,https://www.cricbuzz.com/profiles/14922/suryansh-shedge,bench,14922
Rachin ravindra,https://www.cricbuzz.com/profiles/11177/rachin-ravindra,playing_11,11177
Sameer rizvi,https://www.cricbuzz.com/profiles/14700/sameer-rizvi,playing_11,14700
Aravelly avanish,https://www.cricbuzz.com/profiles/51767/aravelly-avanish,bench,51767
Will jacks,https://www.cricbuzz.com/profiles/12258/will-jacks,bench,12258
Saurav chauhan,https://www.cricbuzz.com/profiles/21686/saurav-chauhan,bench,21686
Eric simons,https://www.cricbuzz.com/profiles/5487/eric-simons,support_staff,5487
Shai hope,https://www.cricbuzz.com/profiles/10384/shai-hope,playing_11,10384
Ricky bhui,https://www.cricbuzz.com/profiles/9425/ricky-bhui,playing_11,9425
Sumit kumar,https://www.cricbuzz.com/profiles/14650/sumit-kumar,playing_11,14650
Tanay thyagarajan,https://www.cricbuzz.com/profiles/12335/tanay-thyagarajan,bench,12335
Ashutosh sharma,https://www.cricbuzz.com/profiles/13497/ashutosh-sharma,bench,13497
Prince choudhary,https://www.cricbuzz.com/profiles/53478/prince-choudhary,bench,53478
Vishwanath singh,https://www.cricbuzz.com/profiles/53496/vishwanath-singh,bench,53496
Jake fraser mcgurk,https://www.cricbuzz.com/profiles/14501/jake-fraser-mcgurk,bench,14501
Kumar kushagra,https://www.cricbuzz.com/profiles/15779/kumar-kushagra,bench,15779
Swastik chikara,https://www.cricbuzz.com/profiles/52418/swastik-chikara,bench,52418
Sunil joshi,https://www.cricbuzz.com/profiles/1808/sunil-joshi,support_staff,1808
Trevor gonsalves,https://www.cricbuzz.com/profiles/1423942/trevor-gonsalves,support_staff,1423942
Gnaneswara rao,https://www.cricbuzz.com/profiles/1888/gnaneswara-rao,support_staff,1888
Mitchell starc,https://www.cricbuzz.com/profiles/7710/mitchell-starc,playing_11,7710
Angkrish raghuvanshi,https://www.cricbuzz.com/profiles/22566/angkrish-raghuvanshi,bench,22566
Sakib hussain,https://www.cricbuzz.com/profiles/33129/sakib-hussain,bench,33129
Travis head,https://www.cricbuzz.com/profiles/8497/travis-head,bench,8497
Jhatavedh subramanyan,https://www.cricbuzz.com/profiles/12636/jhatavedh-subramanyan,bench,12636
Daniel vettori,https://www.cricbuzz.com/profiles/205/daniel-vettori,support_staff,205
Nandre burger,https://www.cricbuzz.com/profiles/13630/nandre-burger,bench,13630
Tanush kotian,https://www.cricbuzz.com/profiles/13216/tanush-kotian,bench,13216
Shubham dubey,https://www.cricbuzz.com/profiles/19328/shubham-dubey,bench,19328
Tom kohler cadmore,https://www.cricbuzz.com/profiles/10033/tom-kohler-cadmore,bench,10033
Abid mushtaq,https://www.cricbuzz.com/profiles/15528/abid-mushtaq,bench,15528
Shamar joseph,https://www.cricbuzz.com/profiles/50458/shamar-joseph,bench,50458
Ashton turner,https://www.cricbuzz.com/profiles/8506/ashton-turner,bench,8506
Arshin kulkarni,https://www.cricbuzz.com/profiles/51378/arshin-kulkarni,bench,51378
Justin langer,https://www.cricbuzz.com/profiles/281/justin-langer,support_staff,281
Lance klusener,https://www.cricbuzz.com/profiles/4606/lance-klusener,support_staff,4606
Pravin tambe,https://www.cricbuzz.com/profiles/9237/pravin-tambe,support_staff,9237
Azmatullah omarzai,https://www.cricbuzz.com/profiles/13214/azmatullah-omarzai,playing_11,13214
Spencer johnson,https://www.cricbuzz.com/profiles/13143/spencer-johnson,playing_11,13143
Naman dhir,https://www.cricbuzz.com/profiles/36139/naman-dhir,playing_11,36139
Luke wood,https://www.cricbuzz.com/profiles/9821/luke-wood,playing_11,9821
Sharath br,https://www.cricbuzz.com/profiles/10520/sharath-br,bench,10520
Manav suthar,https://www.cricbuzz.com/profiles/14596/manav-suthar,bench,14596
Shivalik sharma,https://www.cricbuzz.com/profiles/14408/shivalik-sharma,bench,14408
Anshul kamboj,https://www.cricbuzz.com/profiles/14598/anshul-kamboj,bench,14598
Nuwan thushara,https://www.cricbuzz.com/profiles/18509/nuwan-thushara,bench,18509
Kwena maphaka,https://www.cricbuzz.com/profiles/23346/kwena-maphaka,bench,23346
Narender negi,https://www.cricbuzz.com/profiles/1423951/narender-negi,support_staff,1423951
Naeem amin,https://www.cricbuzz.com/profiles/1423956/naeem-amin,support_staff,1423956
Allah ghazanfar,https://www.cricbuzz.com/profiles/36501/allah-ghazanfar,bench,36501
Neil mckenzie,https://www.cricbuzz.com/profiles/1062/neil-mckenzie,support_staff,1062
Matt henry,https://www.cricbuzz.com/profiles/9067/matt-henry,bench,9067
Keshav maharaj,https://www.cricbuzz.com/profiles/9720/keshav-maharaj,bench,9720
Vijayakanth viyaskanth,https://www.cricbuzz.com/profiles/13931/vijayakanth-viyaskanth,bench,13931
Harvik desai,https://www.cricbuzz.com/profiles/12088/harvik-desai,bench,12088
Lizaad williams,https://www.cricbuzz.com/profiles/8531/lizaad-williams,bench,8531
James franklin,https://www.cricbuzz.com/profiles/419/james-franklin,support_staff,419
Richard gleeson,https://www.cricbuzz.com/profiles/10477/richard-gleeson,bench,10477
Gulbadin naib,https://www.cricbuzz.com/profiles/8030/gulbadin-naib,bench,8030
Abhinandan singh,https://www.cricbuzz.com/profiles/1447073/abhinandan-singh,bench,1447073
Jacob bethell,https://www.cricbuzz.com/profiles/19636/jacob-bethell,bench,19636
Carl crowe,https://www.cricbuzz.com/profiles/1451668/carl-crowe,support_staff,1451668
Aniket verma,https://www.cricbuzz.com/profiles/1447065/aniket-verma,playing_11,1447065
Zeeshan ansari,https://www.cricbuzz.com/profiles/10946/zeeshan-ansari,bench,10946
Wiaan mulder,https://www.cricbuzz.com/profiles/11200/wiaan-mulder,bench,11200
Kamindu mendis,https://www.cricbuzz.com/profiles/10940/kamindu-mendis,bench,10940
Eshan malinga,https://www.cricbuzz.com/profiles/46926/eshan-malinga,bench,46926
Vaibhav suryavanshi,https://www.cricbuzz.com/profiles/51791/vaibhav-suryavanshi,bench,51791
Vikram rathour,https://www.cricbuzz.com/profiles/3909/vikram-rathour,support_staff,3909
Rahul dravid,https://www.cricbuzz.com/profiles/27/rahul-dravid,support_staff,27
Ryan rickelton,https://www.cricbuzz.com/profiles/13070/ryan-rickelton,wicket_keeper,13070
Robin minz,https://www.cricbuzz.com/profiles/36454/robin-minz,playing_11,36454
Satyanarayana raju,https://www.cricbuzz.com/profiles/1431171/satyanarayana-raju,playing_11,1431171
Jamie overton,https://www.cricbuzz.com/profiles/8512/jamie-overton,bench,8512
Gurjapneet singh,https://www.cricbuzz.com/profiles/19807/gurjapneet-singh,bench,19807
Ramakrishna ghosh,https://www.cricbuzz.com/profiles/32835/ramakrishna-ghosh,bench,32835
Andre siddarth c,https://www.cricbuzz.com/profiles/1427488/andre-siddarth-c,bench,1427488
Vansh bedi,https://www.cricbuzz.com/profiles/1429626/vansh-bedi,bench,1429626
Vignesh puthur,https://www.cricbuzz.com/profiles/1447337/vignesh-puthur,bench,1447337
Ashwani kumar,https://www.cricbuzz.com/profiles/11684/ashwani-kumar,bench,11684
Krishnan shrijith,https://www.cricbuzz.com/profiles/13082/krishnan-shrijith,bench,13082
Bevon jacobs,https://www.cricbuzz.com/profiles/52428/bevon-jacobs,bench,52428
Carl hopkinson,https://www.cricbuzz.com/profiles/50341/carl-hopkinson,support_staff,50341
Vipraj nigam,https://www.cricbuzz.com/profiles/1431811/vipraj-nigam,playing_11,1431811
Prince yadav,https://www.cricbuzz.com/profiles/54735/prince-yadav,playing_11,54735
Digvesh rathi,https://www.cricbuzz.com/profiles/1448289/digvesh-rathi,playing_11,1448289
Tripurana vijay,https://www.cricbuzz.com/profiles/22386/tripurana-vijay,bench,22386
Manvanth kumar l,https://www.cricbuzz.com/profiles/47742/manvanth-kumar-l,bench,47742
Madhav tiwari,https://www.cricbuzz.com/profiles/1447321/madhav-tiwari,bench,1447321
Himmat singh,https://www.cricbuzz.com/profiles/10223/himmat-singh,bench,10223
Matthew breetzke,https://www.cricbuzz.com/profiles/13089/matthew-breetzke,bench,13089
Yuvraj chaudhary,https://www.cricbuzz.com/profiles/14693/yuvraj-chaudhary,bench,14693
Kevin pietersen,https://www.cricbuzz.com/profiles/395/kevin-pietersen,support_staff,395
Munaf patel,https://www.cricbuzz.com/profiles/522/munaf-patel,support_staff,522
Anton roux,https://www.cricbuzz.com/profiles/46125/anton-roux,support_staff,46125
Priyansh arya,https://www.cricbuzz.com/profiles/14689/priyansh-arya,playing_11,14689
Karim janat,https://www.cricbuzz.com/profiles/11077/karim-janat,bench,11077
Josh inglis,https://www.cricbuzz.com/profiles/10637/josh-inglis,bench,10637
Xavier bartlett,https://www.cricbuzz.com/profiles/11689/xavier-bartlett,bench,11689
Aaron hardie,https://www.cricbuzz.com/profiles/13170/aaron-hardie,bench,13170
Harnoor singh,https://www.cricbuzz.com/profiles/22561/harnoor-singh,bench,22561
Musheer khan,https://www.cricbuzz.com/profiles/27424/musheer-khan,bench,27424
Pyla avinash,https://www.cricbuzz.com/profiles/32525/pyla-avinash,bench,32525
Parthiv patel,https://www.cricbuzz.com/profiles/74/parthiv-patel,support_staff,74
Yuvraj singh,https://www.cricbuzz.com/profiles/69/yuvraj-singh,playing_11,69
Naman ojha,https://www.cricbuzz.com/profiles/1599/naman-ojha,wicket_keeper,1599
Bipul sharma,https://www.cricbuzz.com/profiles/6296/bipul-sharma,playing_11,6296
Stuart binny,https://www.cricbuzz.com/profiles/1530/stuart-binny,playing_11,1530
Sreenath aravind,https://www.cricbuzz.com/profiles/1850/sreenath-aravind,playing_11,1850
Aniket choudhary,https://www.cricbuzz.com/profiles/8190/aniket-choudhary,playing_11,8190
Barinder sran,https://www.cricbuzz.com/profiles/9214/barinder-sran,bench,9214
Abhimanyu mithun,https://www.cricbuzz.com/profiles/1849/abhimanyu-mithun,bench,1849
Eklavya dwivedi,https://www.cricbuzz.com/profiles/7917/eklavya-dwivedi,bench,7917
Ben laughlin,https://www.cricbuzz.com/profiles/1842/ben-laughlin,bench,1842
Tanmay agarwal,https://www.cricbuzz.com/profiles/10258/tanmay-agarwal,bench,10258
Iqbal abdulla,https://www.cricbuzz.com/profiles/1830/iqbal-abdulla,bench,1830
Samuel badree,https://www.cricbuzz.com/profiles/1609/samuel-badree,bench,1609
Billy stanlake,https://www.cricbuzz.com/profiles/9572/billy-stanlake,bench,9572
Manoj tiwary,https://www.cricbuzz.com/profiles/694/manoj-tiwary,playing_11,694
Rajat bhatia,https://www.cricbuzz.com/profiles/1468/rajat-bhatia,playing_11,1468
Ashok dinda,https://www.cricbuzz.com/profiles/1467/ashok-dinda,playing_11,1467
Mitchell mcclenaghan,https://www.cricbuzz.com/profiles/7624/mitchell-mcclenaghan,playing_11,7624
Ankit sharma,https://www.cricbuzz.com/profiles/7810/ankit-sharma,bench,7810
Ankush bains,https://www.cricbuzz.com/profiles/9298/ankush-bains,bench,9298
Ishwar pandey,https://www.cricbuzz.com/profiles/8665/ishwar-pandey,bench,8665
Jaskaran singh,https://www.cricbuzz.com/profiles/10866/jaskaran-singh,bench,10866
Baba aparajith,https://www.cricbuzz.com/profiles/8198/baba-aparajith,bench,8198
Usman khawaja,https://www.cricbuzz.com/profiles/6635/usman-khawaja,bench,6635
Milind tandon,https://www.cricbuzz.com/profiles/11314/milind-tandon,bench,11314
Lendl simmons,https://www.cricbuzz.com/profiles/599/lendl-simmons,bench,599
Vinay kumar,https://www.cricbuzz.com/profiles/1449/vinay-kumar,bench,1449
Siddhesh lad,https://www.cricbuzz.com/profiles/9218/siddhesh-lad,bench,9218
Deepak punia,https://www.cricbuzz.com/profiles/10262/deepak-punia,bench,10262
Mitchell johnson,https://www.cricbuzz.com/profiles/496/mitchell-johnson,bench,496
Brendon mccullum,https://www.cricbuzz.com/profiles/201/brendon-mccullum,playing_11,201
Dwayne smith,https://www.cricbuzz.com/profiles/255/dwayne-smith,playing_11,255
Manpreet gony,https://www.cricbuzz.com/profiles/1358/manpreet-gony,playing_11,1358
Praveen kumar,https://www.cricbuzz.com/profiles/592/praveen-kumar,playing_11,592
Shadab jakati,https://www.cricbuzz.com/profiles/1812/shadab-jakati,playing_11,1812
Shivil koushik,https://www.cricbuzz.com/profiles/10529/shivil-koushik,playing_11,10529
Yusuf pathan,https://www.cricbuzz.com/profiles/790/yusuf-pathan,playing_11,790
James faulkner,https://www.cricbuzz.com/profiles/7789/james-faulkner,bench,7789
Nathu singh,https://www.cricbuzz.com/profiles/10647/nathu-singh,bench,10647
Jaydev shah,https://www.cricbuzz.com/profiles/1466/jaydev-shah,bench,1466
Chirag suri,https://www.cricbuzz.com/profiles/9829/chirag-suri,bench,9829
Akshdeep nath,https://www.cricbuzz.com/profiles/8351/akshdeep-nath,bench,8351
Shubham agarwal,https://www.cricbuzz.com/profiles/12322/shubham-agarwal,bench,12322
Shelley shaurya,https://www.cricbuzz.com/profiles/12641/shelley-shaurya,bench,12641
Darren bravo,https://www.cricbuzz.com/profiles/1610/darren-bravo,bench,1610
Ishank jaggi,https://www.cricbuzz.com/profiles/1855/ishank-jaggi,bench,1855
Sayan ghosh,https://www.cricbuzz.com/profiles/10786/sayan-ghosh,bench,10786
Ramsingh sanjay yadav,https://www.cricbuzz.com/profiles/12642/ramsingh-sanjay-yadav,bench,12642
Colin de grandhomme,https://www.cricbuzz.com/profiles/8081/colin-de-grandhomme,bench,8081
Hashim amla,https://www.cricbuzz.com/profiles/314/hashim-amla,playing_11,314
Anureet singh,https://www.cricbuzz.com/profiles/1876/anureet-singh,bench,1876
Shaun marsh,https://www.cricbuzz.com/profiles/563/shaun-marsh,bench,563
Nikhil naik,https://www.cricbuzz.com/profiles/9295/nikhil-naik,bench,9295
Armaan jaffer,https://www.cricbuzz.com/profiles/11004/armaan-jaffer,bench,11004
Pardeep sahu,https://www.cricbuzz.com/profiles/10358/pardeep-sahu,bench,10358
Daren sammy,https://www.cricbuzz.com/profiles/253/daren-sammy,bench,253
Martin guptill,https://www.cricbuzz.com/profiles/1457/martin-guptill,bench,1457
Carlos brathwaite,https://www.cricbuzz.com/profiles/8110/carlos-brathwaite,playing_11,8110
Corey anderson,https://www.cricbuzz.com/profiles/8982/corey-anderson,bench,8982
Ankit bawne,https://www.cricbuzz.com/profiles/8617/ankit-bawne,bench,8617
Pratyush singh,https://www.cricbuzz.com/profiles/10354/pratyush-singh,bench,10354
Asela gunaratne,https://www.cricbuzz.com/profiles/10154/asela-gunaratne,bench,10154
Ben hilfenhaus,https://www.cricbuzz.com/profiles/561/ben-hilfenhaus,bench,561
Angelo mathews,https://www.cricbuzz.com/profiles/1629/angelo-mathews,bench,1629
Ankit soni,https://www.cricbuzz.com/profiles/12753/ankit-soni,playing_11,12753
Irfan pathan,https://www.cricbuzz.com/profiles/73/irfan-pathan,bench,73
Marlon samuels,https://www.cricbuzz.com/profiles/356/marlon-samuels,bench,356
Akila dananjaya,https://www.cricbuzz.com/profiles/8483/akila-dananjaya,bench,8483
Tajinder dhillon,https://www.cricbuzz.com/profiles/12332/tajinder-dhillon,bench,12332
Jean paul duminy,https://www.cricbuzz.com/profiles/211/jean-paul-duminy,bench,211
Sharad lumba,https://www.cricbuzz.com/profiles/12316/sharad-lumba,bench,12316
M nidheesh,https://www.cricbuzz.com/profiles/10315/m-nidheesh,bench,10315
Kanishk seth,https://www.cricbuzz.com/profiles/10955/kanishk-seth,bench,10955
Dhruv shorey,https://www.cricbuzz.com/profiles/9205/dhruv-shorey,bench,9205
Murali vijay,https://www.cricbuzz.com/profiles/1597/murali-vijay,bench,1597
Kshitiz sharma,https://www.cricbuzz.com/profiles/10372/kshitiz-sharma,bench,10372
Monu kumar,https://www.cricbuzz.com/profiles/9783/monu-kumar,bench,9783
Chaitanya bishnoi,https://www.cricbuzz.com/profiles/10672/chaitanya-bishnoi,bench,10672
Colin munro,https://www.cricbuzz.com/profiles/8085/colin-munro,playing_11,8085
Manzoor dar,https://www.cricbuzz.com/profiles/13549/manzoor-dar,bench,13549
Manjot kalra,https://www.cricbuzz.com/profiles/12566/manjot-kalra,bench,12566
Sandeep lamichhane,https://www.cricbuzz.com/profiles/11158/sandeep-lamichhane,bench,11158
Liam plunkett,https://www.cricbuzz.com/profiles/479/liam-plunkett,bench,479
Apoorv wankhade,https://www.cricbuzz.com/profiles/8273/apoorv-wankhade,bench,8273
Cameron delport,https://www.cricbuzz.com/profiles/9719/cameron-delport,bench,9719
Javon searles,https://www.cricbuzz.com/profiles/10069/javon-searles,bench,10069
D arcy short,https://www.cricbuzz.com/profiles/11050/d-arcy-short,playing_11,11050
Alex hales,https://www.cricbuzz.com/profiles/6734/alex-hales,bench,6734
Mehdi hassan,https://www.cricbuzz.com/profiles/8995/mehdi-hassan,bench,8995
Zahir khan,https://www.cricbuzz.com/profiles/10828/zahir-khan,bench,10828
Prashant chopra,https://www.cricbuzz.com/profiles/8425/prashant-chopra,bench,8425
Sudhesan midhun,https://www.cricbuzz.com/profiles/13520/sudhesan-midhun,bench,13520
Aryaman birla,https://www.cricbuzz.com/profiles/13263/aryaman-birla,bench,13263
Jatin saxena,https://www.cricbuzz.com/profiles/9291/jatin-saxena,bench,9291
Ish sodhi,https://www.cricbuzz.com/profiles/8561/ish-sodhi,bench,8561
Junior dala,https://www.cricbuzz.com/profiles/10175/junior-dala,bench,10175
Milind kumar,https://www.cricbuzz.com/profiles/8773/milind-kumar,bench,8773
Prayas barman,https://www.cricbuzz.com/profiles/14168/prayas-barman,bench,14168
Joe denly,https://www.cricbuzz.com/profiles/1995/joe-denly,bench,1995
Shrikant mundhe,https://www.cricbuzz.com/profiles/6375/shrikant-mundhe,bench,6375
Harry gurney,https://www.cricbuzz.com/profiles/6496/harry-gurney,bench,6496
Prithvi raj yarra,https://www.cricbuzz.com/profiles/13113/prithvi-raj-yarra,bench,13113
Colin ingram,https://www.cricbuzz.com/profiles/7664/colin-ingram,playing_11,7664
Keemo paul,https://www.cricbuzz.com/profiles/11214/keemo-paul,playing_11,11214
Pankaj jaiswal,https://www.cricbuzz.com/profiles/9507/pankaj-jaiswal,bench,9507
Hanuma vihari,https://www.cricbuzz.com/profiles/8424/hanuma-vihari,bench,8424
Bandaru ayyappa,https://www.cricbuzz.com/profiles/8755/bandaru-ayyappa,bench,8755
Shubham ranjane,https://www.cricbuzz.com/profiles/11315/shubham-ranjane,bench,11315
Hardus viljoen,https://www.cricbuzz.com/profiles/9493/hardus-viljoen,bench,9493
Agnivesh ayachi,https://www.cricbuzz.com/profiles/12644/agnivesh-ayachi,bench,12644
Scott kuggeleijn,https://www.cricbuzz.com/profiles/9511/scott-kuggeleijn,bench,9511
Matthew kelly,https://www.cricbuzz.com/profiles/9451/matthew-kelly,bench,9451
Beuran hendricks,https://www.cricbuzz.com/profiles/9490/beuran-hendricks,bench,9490
James pattinson,https://www.cricbuzz.com/profiles/2283/james-pattinson,playing_11,2283
Digvijay deshmukh,https://www.cricbuzz.com/profiles/15747/digvijay-deshmukh,bench,15747
Prince balwant rai,https://www.cricbuzz.com/profiles/16001/prince-balwant-rai,bench,16001
Sheldon cottrell,https://www.cricbuzz.com/profiles/9395/sheldon-cottrell,playing_11,9395
Alex carey,https://www.cricbuzz.com/profiles/9200/alex-carey,bench,9200
Josh philippe,https://www.cricbuzz.com/profiles/13172/josh-philippe,wicket_keeper,13172
Bavanaka sandeep,https://www.cricbuzz.com/profiles/8696/bavanaka-sandeep,bench,8696
Isuru udana,https://www.cricbuzz.com/profiles/1920/isuru-udana,bench,1920
Chris green,https://www.cricbuzz.com/profiles/10162/chris-green,bench,10162
Ali khan,https://www.cricbuzz.com/profiles/11450/ali-khan,bench,11450
Tom banton,https://www.cricbuzz.com/profiles/12254/tom-banton,bench,12254
