,year,series_type,series_name,series_href
0,2021,International,"Bangladesh tour of New Zealand, 2022",https://www.cricbuzz.com/cricket-series/3876/bangladesh-tour-of-new-zealand-2022/matches
1,2021,International,"India tour of South Africa, 2021-22",https://www.cricbuzz.com/cricket-series/3656/india-tour-of-south-africa-2021-22/matches
2,2021,International,"Ireland tour of USA, 2021",https://www.cricbuzz.com/cricket-series/3866/ireland-tour-of-usa-2021/matches
3,2021,International,"West Indies tour of Pakistan, 2021-22",https://www.cricbuzz.com/cricket-series/3858/west-indies-tour-of-pakistan-2021-22/matches
4,2021,International,"The Ashes, 2021-22",https://www.cricbuzz.com/cricket-series/3532/the-ashes-2021-22/matches
5,2021,International,"Afghanistan tour of Australia Only Test, 2021 (Postponed)",https://www.cricbuzz.com/cricket-series/3546/afghanistan-tour-of-australia-only-test-2021-postponed/matches
6,2021,International,"Netherlands tour of South Africa, 2021 (Postponed)",https://www.cricbuzz.com/cricket-series/3651/netherlands-tour-of-south-africa-2021-postponed/matches
7,2021,International,"Pakistan tour of Bangladesh, 2021",https://www.cricbuzz.com/cricket-series/3671/pakistan-tour-of-bangladesh-2021/matches
8,2021,International,"New Zealand tour of India, 2021",https://www.cricbuzz.com/cricket-series/3682/new-zealand-tour-of-india-2021/matches
9,2021,International,ICC Mens T20 World Cup Africa Qualifier 2021,https://www.cricbuzz.com/cricket-series/3893/icc-mens-t20-world-cup-africa-qualifier-2021/matches
10,2021,International,"West Indies tour of Sri Lanka, 2021",https://www.cricbuzz.com/cricket-series/3851/west-indies-tour-of-sri-lanka-2021/matches
11,2021,International,ICC Mens T20 World Cup Americas Region Qualifier 2021,https://www.cricbuzz.com/cricket-series/8026/icc-mens-t20-world-cup-americas-region-qualifier-2021/matches
12,2021,International,"ICC Mens T20 World Cup Sub Regional Africa Qualifier Group B, 2021",https://www.cricbuzz.com/cricket-series/8267/icc-mens-t20-world-cup-sub-regional-africa-qualifier-group-b-2021/matches
13,2021,International,"Gibraltar tour of Malta, 2021",https://www.cricbuzz.com/cricket-series/3808/gibraltar-tour-of-malta-2021/matches
14,2021,International,ICC Mens T20 World Cup Asia A Qualifier 2021,https://www.cricbuzz.com/cricket-series/8485/icc-mens-t20-world-cup-asia-a-qualifier-2021/matches
15,2021,International,Valletta Cup 2021,https://www.cricbuzz.com/cricket-series/8224/valletta-cup-2021/matches
16,2021,International,Sierra Leone tour of Nigeria T20I Series 2021,https://www.cricbuzz.com/cricket-series/7628/sierra-leone-tour-of-nigeria-t20i-series-2021/matches
17,2021,International,ICC Mens T20 World Cup 2021,https://www.cricbuzz.com/cricket-series/2798/icc-mens-t20-world-cup-2021/matches
18,2021,International,ICC Mens T20 World Cup Sub Regional Africa Qualifier Group A 2021,https://www.cricbuzz.com/cricket-series/7990/icc-mens-t20-world-cup-sub-regional-africa-qualifier-group-a-2021/matches
19,2021,International,ICC Mens T20 World Cup Europe Qualifier 2021,https://www.cricbuzz.com/cricket-series/3793/icc-mens-t20-world-cup-europe-qualifier-2021/matches
20,2021,International,"England tour of Pakistan, 2021 (Cancelled)",https://www.cricbuzz.com/cricket-series/3342/england-tour-of-pakistan-2021-cancelled/matches
21,2021,International,Cyprus T20 Tri-Series 2021,https://www.cricbuzz.com/cricket-series/7995/cyprus-t20-tri-series-2021/matches
22,2021,International,UAE Summer T20 Bash 2021,https://www.cricbuzz.com/cricket-series/3677/uae-summer-t20-bash-2021/matches
23,2021,International,"Estonia tour of Cyprus, 2021",https://www.cricbuzz.com/cricket-series/7954/estonia-tour-of-cyprus-2021/matches
24,2021,International,"New Zealand tour of Pakistan, 2021 (Cancelled)",https://www.cricbuzz.com/cricket-series/3602/new-zealand-tour-of-pakistan-2021-cancelled/matches
25,2021,International,"Zimbabwe tour of Scotland, 2021",https://www.cricbuzz.com/cricket-series/3611/zimbabwe-tour-of-scotland-2021/matches
26,2021,International,Uganda T20 Tri-Series 2021,https://www.cricbuzz.com/cricket-series/7390/uganda-t20-tri-series-2021/matches
27,2021,International,"Germany tour of Spain, 2021",https://www.cricbuzz.com/cricket-series/8188/germany-tour-of-spain-2021/matches
28,2021,International,"United States v Papua New Guinea in Oman, 2021",https://www.cricbuzz.com/cricket-series/3632/united-states-v-papua-new-guinea-in-oman-2021/matches
29,2021,International,"Nepal v Papua New Guinea in Oman, 2021",https://www.cricbuzz.com/cricket-series/3626/nepal-v-papua-new-guinea-in-oman-2021/matches
30,2021,International,"South Africa tour of Sri Lanka, 2021",https://www.cricbuzz.com/cricket-series/3596/south-africa-tour-of-sri-lanka-2021/matches
31,2021,International,Continental Cup 2021,https://www.cricbuzz.com/cricket-series/7026/continental-cup-2021/matches
32,2021,International,"New Zealand tour of Bangladesh, 2021",https://www.cricbuzz.com/cricket-series/3601/new-zealand-tour-of-bangladesh-2021/matches
33,2021,International,"Zimbabwe tour of Ireland, 2021",https://www.cricbuzz.com/cricket-series/3442/zimbabwe-tour-of-ireland-2021/matches
34,2021,International,"Sweden tour of Finland, 2021",https://www.cricbuzz.com/cricket-series/8132/sweden-tour-of-finland-2021/matches
35,2021,International,Portugal T20 Tri-Series 2021,https://www.cricbuzz.com/cricket-series/7371/portugal-t20-tri-series-2021/matches
36,2021,International,Ghana tour of Rwanda 2021,https://www.cricbuzz.com/cricket-series/8182/ghana-tour-of-rwanda-2021/matches
37,2021,International,"Sweden tour of Denmark, 2021",https://www.cricbuzz.com/cricket-series/8386/sweden-tour-of-denmark-2021/matches
38,2021,International,Germany T20 Tri-Series 2021,https://www.cricbuzz.com/cricket-series/7914/germany-t20-tri-series-2021/matches
39,2021,International,"Australia tour of Bangladesh, 2021",https://www.cricbuzz.com/cricket-series/3591/australia-tour-of-bangladesh-2021/matches
40,2021,International,"Pakistan tour of West Indies, 2021",https://www.cricbuzz.com/cricket-series/3526/pakistan-tour-of-west-indies-2021/matches
41,2021,International,"India tour of England, 2021",https://www.cricbuzz.com/cricket-series/3337/india-tour-of-england-2021/matches
42,2021,International,"India tour of Sri Lanka, 2021",https://www.cricbuzz.com/cricket-series/3557/india-tour-of-sri-lanka-2021/matches
43,2021,International,"South Africa tour of Ireland, 2021",https://www.cricbuzz.com/cricket-series/3438/south-africa-tour-of-ireland-2021/matches
44,2021,International,"Australia tour of West Indies, 2021",https://www.cricbuzz.com/cricket-series/3522/australia-tour-of-west-indies-2021/matches
45,2021,International,Belgium tour of Malta 2021,https://www.cricbuzz.com/cricket-series/8196/belgium-tour-of-malta-2021/matches
46,2021,International,"Pakistan tour of England, 2021",https://www.cricbuzz.com/cricket-series/3333/pakistan-tour-of-england-2021/matches
47,2021,International,"Bangladesh tour of Zimbabwe, 2021",https://www.cricbuzz.com/cricket-series/3561/bangladesh-tour-of-zimbabwe-2021/matches
48,2021,International,Sofia T20 2021,https://www.cricbuzz.com/cricket-series/8445/sofia-t20-2021/matches
49,2021,International,"Sri Lanka tour of England, 2021",https://www.cricbuzz.com/cricket-series/3332/sri-lanka-tour-of-england-2021/matches
50,2021,International,ICC World Test Championship Final 2021,https://www.cricbuzz.com/cricket-series/3468/icc-world-test-championship-final-2021/matches
51,2021,International,"South Africa tour of West Indies, 2021",https://www.cricbuzz.com/cricket-series/3521/south-africa-tour-of-west-indies-2021/matches
52,2021,International,"New Zealand tour of England, 2021",https://www.cricbuzz.com/cricket-series/3413/new-zealand-tour-of-england-2021/matches
53,2021,International,"Ireland tour of Netherlands, 2021",https://www.cricbuzz.com/cricket-series/3447/ireland-tour-of-netherlands-2021/matches
54,2021,International,"Sri Lanka tour of Bangladesh, 2021",https://www.cricbuzz.com/cricket-series/3507/sri-lanka-tour-of-bangladesh-2021/matches
55,2021,International,"Central Europe Cup, 2021",https://www.cricbuzz.com/cricket-series/8148/central-europe-cup-2021/matches
56,2021,International,"Scotland tour of Netherlands, 2021",https://www.cricbuzz.com/cricket-series/3506/scotland-tour-of-netherlands-2021/matches
57,2021,International,"Pakistan tour of Zimbabwe, 2021",https://www.cricbuzz.com/cricket-series/3487/pakistan-tour-of-zimbabwe-2021/matches
58,2021,International,"Bangladesh tour of Sri Lanka, 2021",https://www.cricbuzz.com/cricket-series/3477/bangladesh-tour-of-sri-lanka-2021/matches
59,2021,International,Nepal T20I Tri-Series 2021,https://www.cricbuzz.com/cricket-series/3496/nepal-t20i-tri-series-2021/matches
60,2021,International,"Uganda tour of Namibia, 2021",https://www.cricbuzz.com/cricket-series/3492/uganda-tour-of-namibia-2021/matches
61,2021,International,"Pakistan tour of South Africa, 2021",https://www.cricbuzz.com/cricket-series/3423/pakistan-tour-of-south-africa-2021/matches
62,2021,International,"Bangladesh tour of New Zealand, 2021",https://www.cricbuzz.com/cricket-series/3285/bangladesh-tour-of-new-zealand-2021/matches
63,2021,International,"Sri Lanka tour of West Indies, 2021",https://www.cricbuzz.com/cricket-series/3452/sri-lanka-tour-of-west-indies-2021/matches
64,2021,International,"Afghanistan v Zimbabwe in UAE, 2021",https://www.cricbuzz.com/cricket-series/3433/afghanistan-v-zimbabwe-in-uae-2021/matches
65,2021,International,"Australia tour of New Zealand, 2021",https://www.cricbuzz.com/cricket-series/3280/australia-tour-of-new-zealand-2021/matches
66,2021,International,"England tour of India, 2021",https://www.cricbuzz.com/cricket-series/3362/england-tour-of-india-2021/matches
67,2021,International,"South Africa tour of Pakistan, 2021",https://www.cricbuzz.com/cricket-series/3353/south-africa-tour-of-pakistan-2021/matches
68,2021,International,"New Zealand tour of Australia, 2021 (Postponed)",https://www.cricbuzz.com/cricket-series/3224/new-zealand-tour-of-australia-2021-postponed/matches
69,2021,International,"Afghanistan v Ireland in UAE, 2021",https://www.cricbuzz.com/cricket-series/3328/afghanistan-v-ireland-in-uae-2021/matches
70,2021,International,"West Indies tour of Bangladesh, 2021",https://www.cricbuzz.com/cricket-series/3367/west-indies-tour-of-bangladesh-2021/matches
71,2021,International,"England tour of Sri Lanka, 2021",https://www.cricbuzz.com/cricket-series/3357/england-tour-of-sri-lanka-2021/matches
72,2021,International,"Ireland tour of United Arab Emirates, 2021",https://www.cricbuzz.com/cricket-series/3387/ireland-tour-of-united-arab-emirates-2021/matches
73,2021,T20 League,Lanka Premier League 2021,https://www.cricbuzz.com/cricket-series/3891/lanka-premier-league-2021/matches
74,2021,T20 League,Big Bash League 2021-22,https://www.cricbuzz.com/cricket-series/3576/big-bash-league-2021-22/matches
75,2021,T20 League,Super Smash 2021-22,https://www.cricbuzz.com/cricket-series/3836/super-smash-2021-22/matches
76,2021,T20 League,T10 League 2021-22,https://www.cricbuzz.com/cricket-series/3871/t10-league-2021-22/matches
77,2021,T20 League,CSA Provincial T20 Cup 2021,https://www.cricbuzz.com/cricket-series/3698/csa-provincial-t20-cup-2021/matches
78,2021,T20 League,Caribbean Premier League 2021,https://www.cricbuzz.com/cricket-series/3581/caribbean-premier-league-2021/matches
79,2021,T20 League,The Hundred Mens Competition 2021,https://www.cricbuzz.com/cricket-series/3458/the-hundred-mens-competition-2021/matches
80,2021,T20 League,Tamil Nadu Premier League 2021,https://www.cricbuzz.com/cricket-series/3517/tamil-nadu-premier-league-2021/matches
81,2021,T20 League,T20 Blast 2021,https://www.cricbuzz.com/cricket-series/3417/t20-blast-2021/matches
82,2021,T20 League,Indian Premier League 2021,https://www.cricbuzz.com/cricket-series/3472/indian-premier-league-2021/matches
83,2021,T20 League,Pakistan Super League 2021,https://www.cricbuzz.com/cricket-series/3393/pakistan-super-league-2021/matches
84,2021,T20 League,CSA T20 Challenge 2021,https://www.cricbuzz.com/cricket-series/3315/csa-t20-challenge-2021/matches
85,2021,T20 League,T10 League 2021,https://www.cricbuzz.com/cricket-series/3403/t10-league-2021/matches
86,2021,Domestic,"ACC U19 Asia Cup, 2021",https://www.cricbuzz.com/cricket-series/3926/acc-u19-asia-cup-2021/matches
87,2021,Domestic,Vijay Hazare Trophy 2021-22,https://www.cricbuzz.com/cricket-series/3901/vijay-hazare-trophy-2021-22/matches
88,2021,Domestic,The Ford Trophy 2021-22,https://www.cricbuzz.com/cricket-series/3717/the-ford-trophy-2021-22/matches
89,2021,Domestic,"India A tour of South Africa, 2021",https://www.cricbuzz.com/cricket-series/3667/india-a-tour-of-south-africa-2021/matches
90,2021,Domestic,"England Lions tour of Australia, 2021",https://www.cricbuzz.com/cricket-series/3612/england-lions-tour-of-australia-2021/matches
91,2021,Domestic,Syed Mushtaq Ali Trophy 2021-22,https://www.cricbuzz.com/cricket-series/3841/syed-mushtaq-ali-trophy-2021-22/matches
92,2021,Domestic,4-Day Franchise Series 2021-22,https://www.cricbuzz.com/cricket-series/3703/4-day-franchise-series-2021-22/matches
93,2021,Domestic,"Pakistan A tour of Sri Lanka, 2021",https://www.cricbuzz.com/cricket-series/3723/pakistan-a-tour-of-sri-lanka-2021/matches
94,2021,Domestic,Plunket Shield 2021-22,https://www.cricbuzz.com/cricket-series/3718/plunket-shield-2021-22/matches
95,2021,Domestic,"ICC Mens T20 World Cup Warm-up Matches, 2021",https://www.cricbuzz.com/cricket-series/3672/icc-mens-t20-world-cup-warm-up-matches-2021/matches
96,2021,Domestic,"Sri Lanka tour of Oman, 2021",https://www.cricbuzz.com/cricket-series/3621/sri-lanka-tour-of-oman-2021/matches
97,2021,Domestic,Bob Willis Trophy 2021,https://www.cricbuzz.com/cricket-series/3713/bob-willis-trophy-2021/matches
98,2021,Domestic,Sheffield Shield 2021-22,https://www.cricbuzz.com/cricket-series/3586/sheffield-shield-2021-22/matches
99,2021,Domestic,Australia Domestic One-Day Cup 2021-22,https://www.cricbuzz.com/cricket-series/3582/australia-domestic-one-day-cup-2021-22/matches
100,2021,Domestic,Royal London One-Day Cup 2021,https://www.cricbuzz.com/cricket-series/3418/royal-london-one-day-cup-2021/matches
101,2021,Domestic,"South Africa A tour of Zimbabwe, 2021",https://www.cricbuzz.com/cricket-series/3527/south-africa-a-tour-of-zimbabwe-2021/matches
102,2021,Domestic,County Championship 2021,https://www.cricbuzz.com/cricket-series/3382/county-championship-2021/matches
103,2021,Domestic,"Ireland A tour of Bangladesh, 2021",https://www.cricbuzz.com/cricket-series/3428/ireland-a-tour-of-bangladesh-2021/matches
104,2021,Domestic,Vijay Hazare Trophy 2020-21,https://www.cricbuzz.com/cricket-series/3422/vijay-hazare-trophy-2020-21/matches
105,2021,Domestic,Australia Domestic One-Day Cup 2021,https://www.cricbuzz.com/cricket-series/3368/australia-domestic-one-day-cup-2021/matches
106,2021,Domestic,Syed Mushtaq Ali Trophy 2021,https://www.cricbuzz.com/cricket-series/3377/syed-mushtaq-ali-trophy-2021/matches
107,2021,Domestic,Momentum One Day Cup 2021,https://www.cricbuzz.com/cricket-series/3314/momentum-one-day-cup-2021/matches
108,2021,Women,Womens Challenger Trophy 2021,https://www.cricbuzz.com/cricket-series/3911/womens-challenger-trophy-2021/matches
109,2021,Women,ICC Womens World Cup Qualifier 2021,https://www.cricbuzz.com/cricket-series/3853/icc-womens-world-cup-qualifier-2021/matches
110,2021,Women,"Bangladesh Women tour of Zimbabwe, 2021",https://www.cricbuzz.com/cricket-series/3828/bangladesh-women-tour-of-zimbabwe-2021/matches
111,2021,Women,"West Indies women tour of Pakistan,2021",https://www.cricbuzz.com/cricket-series/3813/west-indies-women-tour-of-pakistan2021/matches
112,2021,Women,ICC Womens T20 World Cup Americas Region Qualifier 2021,https://www.cricbuzz.com/cricket-series/5994/icc-womens-t20-world-cup-americas-region-qualifier-2021/matches
113,2021,Women,Womens Big Bash League 2021,https://www.cricbuzz.com/cricket-series/3571/womens-big-bash-league-2021/matches
114,2021,Women,"England Women tour of Pakistan, 2021 (Cancelled)",https://www.cricbuzz.com/cricket-series/3388/england-women-tour-of-pakistan-2021-cancelled/matches
115,2021,Women,"Ireland Women tour of Zimbabwe, 2021",https://www.cricbuzz.com/cricket-series/3708/ireland-women-tour-of-zimbabwe-2021/matches
116,2021,Women,Belgium Women tour of Austria 2021,https://www.cricbuzz.com/cricket-series/6360/belgium-women-tour-of-austria-2021/matches
117,2021,Women,"India Women tour of Australia, 2021",https://www.cricbuzz.com/cricket-series/3552/india-women-tour-of-australia-2021/matches
118,2021,Women,ICC Womens T20 World Cup Africa Region Qualifier 2021,https://www.cricbuzz.com/cricket-series/6435/icc-womens-t20-world-cup-africa-region-qualifier-2021/matches
119,2021,Women,"New Zealand Women tour of England, 2021",https://www.cricbuzz.com/cricket-series/3501/new-zealand-women-tour-of-england-2021/matches
120,2021,Women,"South Africa Women tour of West Indies, 2021",https://www.cricbuzz.com/cricket-series/3607/south-africa-women-tour-of-west-indies-2021/matches
121,2021,Women,"Norway Women tour of Sweden, 2021",https://www.cricbuzz.com/cricket-series/6766/norway-women-tour-of-sweden-2021/matches
122,2021,Women,"Thailand Women tour of Zimbabwe, 2021",https://www.cricbuzz.com/cricket-series/3616/thailand-women-tour-of-zimbabwe-2021/matches
123,2021,Women,ICC Womens T20 World Cup Europe Qualifier 2021,https://www.cricbuzz.com/cricket-series/3631/icc-womens-t20-world-cup-europe-qualifier-2021/matches
124,2021,Women,"Austria Women tour of Italy, 2021",https://www.cricbuzz.com/cricket-series/6036/austria-women-tour-of-italy-2021/matches
125,2021,Women,"Netherlands Women tour of Ireland, 2021",https://www.cricbuzz.com/cricket-series/3567/netherlands-women-tour-of-ireland-2021/matches
126,2021,Women,The Hundred Womens Competition 2021,https://www.cricbuzz.com/cricket-series/3457/the-hundred-womens-competition-2021/matches
127,2021,Women,France Women tour of Germany 2021,https://www.cricbuzz.com/cricket-series/6386/france-women-tour-of-germany-2021/matches
128,2021,Women,"Pakistan Women tour of West Indies, 2021",https://www.cricbuzz.com/cricket-series/3566/pakistan-women-tour-of-west-indies-2021/matches
129,2021,Women,"India Women tour of England, 2021",https://www.cricbuzz.com/cricket-series/3497/india-women-tour-of-england-2021/matches
130,2021,Women,Kwibuka Womens Tournament 2021,https://www.cricbuzz.com/cricket-series/6528/kwibuka-womens-tournament-2021/matches
131,2021,Women,"Scotland Women tour of Ireland, 2021",https://www.cricbuzz.com/cricket-series/3512/scotland-women-tour-of-ireland-2021/matches
132,2021,Women,"Australia Women tour of New Zealand, 2021",https://www.cricbuzz.com/cricket-series/3398/australia-women-tour-of-new-zealand-2021/matches
133,2021,Women,"South Africa Women tour of india, 2021",https://www.cricbuzz.com/cricket-series/3463/south-africa-women-tour-of-india-2021/matches
134,2021,Women,"England Women tour of New Zealand, 2021",https://www.cricbuzz.com/cricket-series/3402/england-women-tour-of-new-zealand-2021/matches
135,2021,Women,"Pakistan Women tour of Zimbabwe, 2021 (Cancelled)",https://www.cricbuzz.com/cricket-series/3408/pakistan-women-tour-of-zimbabwe-2021-cancelled/matches
136,2021,Women,"Pakistan Women tour of South Africa, 2021",https://www.cricbuzz.com/cricket-series/3373/pakistan-women-tour-of-south-africa-2021/matches
137,2022,International,"New Zealand tour of Pakistan, 2022-23",https://www.cricbuzz.com/cricket-series/4889/new-zealand-tour-of-pakistan-2022-23/matches
138,2022,International,Malaysia Quadrangular Series 2022-23,https://www.cricbuzz.com/cricket-series/5248/malaysia-quadrangular-series-2022-23/matches
139,2022,International,East Africa T20I Series 2022,https://www.cricbuzz.com/cricket-series/5225/east-africa-t20i-series-2022/matches
140,2022,International,"South Africa tour of Australia, 2022-23",https://www.cricbuzz.com/cricket-series/4254/south-africa-tour-of-australia-2022-23/matches
141,2022,International,"India tour of Bangladesh, 2022",https://www.cricbuzz.com/cricket-series/4905/india-tour-of-bangladesh-2022/matches
142,2022,International,ICC Mens T20 World Cup Sub Regional Africa Qualifier B 2022,https://www.cricbuzz.com/cricket-series/5029/icc-mens-t20-world-cup-sub-regional-africa-qualifier-b-2022/matches
143,2022,International,"Afghanistan tour of Sri Lanka, 2022",https://www.cricbuzz.com/cricket-series/4903/afghanistan-tour-of-sri-lanka-2022/matches
144,2022,International,"India tour of New Zealand, 2022",https://www.cricbuzz.com/cricket-series/4399/india-tour-of-new-zealand-2022/matches
145,2022,International,ICC Mens T20 World Cup Sub Regional Africa Qualifier A 2022,https://www.cricbuzz.com/cricket-series/5024/icc-mens-t20-world-cup-sub-regional-africa-qualifier-a-2022/matches
146,2022,International,"United Arab Emirates tour of Nepal, 2022",https://www.cricbuzz.com/cricket-series/4947/united-arab-emirates-tour-of-nepal-2022/matches
147,2022,International,Desert Cup T20I Series 2022,https://www.cricbuzz.com/cricket-series/5022/desert-cup-t20i-series-2022/matches
148,2022,International,"Spain Triangular T20I Series, 2022-23",https://www.cricbuzz.com/cricket-series/4917/spain-triangular-t20i-series-2022-23/matches
149,2022,International,"Rwanda tour of Tanzania, 2022",https://www.cricbuzz.com/cricket-series/4931/rwanda-tour-of-tanzania-2022/matches
150,2022,International,ICC Mens T20 World Cup 2022,https://www.cricbuzz.com/cricket-series/3961/icc-mens-t20-world-cup-2022/matches
151,2022,International,"ICC Mens T20 World Cup East Asia Pacific Qualifier B, 2022",https://www.cricbuzz.com/cricket-series/4625/icc-mens-t20-world-cup-east-asia-pacific-qualifier-b-2022/matches
152,2022,International,"England tour of Australia, 2022",https://www.cricbuzz.com/cricket-series/4247/england-tour-of-australia-2022/matches
153,2022,International,"Indonesia tour of Japan, 2022",https://www.cricbuzz.com/cricket-series/4807/indonesia-tour-of-japan-2022/matches
154,2022,International,New Zealand T20I Tri-Series 2022,https://www.cricbuzz.com/cricket-series/4385/new-zealand-t20i-tri-series-2022/matches
155,2022,International,"West Indies tour of Australia, 2022",https://www.cricbuzz.com/cricket-series/4245/west-indies-tour-of-australia-2022/matches
156,2022,International,"South Africa tour of India, 2022",https://www.cricbuzz.com/cricket-series/4471/south-africa-tour-of-india-2022/matches
157,2022,International,"Bangladesh tour of United Arab Emirates, 2022",https://www.cricbuzz.com/cricket-series/4728/bangladesh-tour-of-united-arab-emirates-2022/matches
158,2022,International,"England tour of Pakistan, 2022",https://www.cricbuzz.com/cricket-series/4492/england-tour-of-pakistan-2022/matches
159,2022,International,"Australia tour of India, 2022",https://www.cricbuzz.com/cricket-series/4464/australia-tour-of-india-2022/matches
160,2022,International,Africa Cricket Association Cup 2022,https://www.cricbuzz.com/cricket-series/4709/africa-cricket-association-cup-2022/matches
161,2022,International,"ICC Mens T20 World Cup East Asia Pacific Qualifier A, 2022",https://www.cricbuzz.com/cricket-series/4623/icc-mens-t20-world-cup-east-asia-pacific-qualifier-a-2022/matches
162,2022,International,"New Zealand tour of Australia, 2022",https://www.cricbuzz.com/cricket-series/4240/new-zealand-tour-of-australia-2022/matches
163,2022,International,"Zimbabwe tour of Australia, 2022",https://www.cricbuzz.com/cricket-series/4233/zimbabwe-tour-of-australia-2022/matches
164,2022,International,"Asia Cup, 2022",https://www.cricbuzz.com/cricket-series/4499/asia-cup-2022/matches
165,2022,International,"Nepal tour of Kenya, 2022",https://www.cricbuzz.com/cricket-series/4560/nepal-tour-of-kenya-2022/matches
166,2022,International,"Asia Cup Qualifier, 2022",https://www.cricbuzz.com/cricket-series/4506/asia-cup-qualifier-2022/matches
167,2022,International,"India tour of Zimbabwe, 2022",https://www.cricbuzz.com/cricket-series/4436/india-tour-of-zimbabwe-2022/matches
168,2022,International,"Pakistan tour of Netherlands, 2022",https://www.cricbuzz.com/cricket-series/2913/pakistan-tour-of-netherlands-2022/matches
169,2022,International,"Bahrain v Kuwait in Oman T20I Series, 2022",https://www.cricbuzz.com/cricket-series/4553/bahrain-v-kuwait-in-oman-t20i-series-2022/matches
170,2022,International,"New Zealand tour of West Indies, 2022",https://www.cricbuzz.com/cricket-series/4268/new-zealand-tour-of-west-indies-2022/matches
171,2022,International,"Afghanistan tour of Ireland, 2022",https://www.cricbuzz.com/cricket-series/4079/afghanistan-tour-of-ireland-2022/matches
172,2022,International,"New Zealand tour of Netherlands, 2022",https://www.cricbuzz.com/cricket-series/4107/new-zealand-tour-of-netherlands-2022/matches
173,2022,International,"South Africa v Ireland in England, 2022",https://www.cricbuzz.com/cricket-series/4051/south-africa-v-ireland-in-england-2022/matches
174,2022,International,"Bangladesh tour of Zimbabwe, 2022",https://www.cricbuzz.com/cricket-series/4427/bangladesh-tour-of-zimbabwe-2022/matches
175,2022,International,"Mozambique tour of Eswatini, 2022",https://www.cricbuzz.com/cricket-series/8154/mozambique-tour-of-eswatini-2022/matches
176,2022,International,"New Zealand tour of Scotland, 2022",https://www.cricbuzz.com/cricket-series/4091/new-zealand-tour-of-scotland-2022/matches
177,2022,International,ICC Mens T20 World Cup Europe Qualifier Group B 2022,https://www.cricbuzz.com/cricket-series/4329/icc-mens-t20-world-cup-europe-qualifier-group-b-2022/matches
178,2022,International,"India tour of West Indies, 2022",https://www.cricbuzz.com/cricket-series/4261/india-tour-of-west-indies-2022/matches
179,2022,International,ICC Mens T20 World Cup Europe Qualifier Group A 2022,https://www.cricbuzz.com/cricket-series/4324/icc-mens-t20-world-cup-europe-qualifier-group-a-2022/matches
180,2022,International,"South Africa tour of England, 2022",https://www.cricbuzz.com/cricket-series/3646/south-africa-tour-of-england-2022/matches
181,2022,International,"Pakistan tour of Sri Lanka, 2022",https://www.cricbuzz.com/cricket-series/4315/pakistan-tour-of-sri-lanka-2022/matches
182,2022,International,ICC Mens T20 World Cup Qualifier B 2022,https://www.cricbuzz.com/cricket-series/4364/icc-mens-t20-world-cup-qualifier-b-2022/matches
183,2022,International,"New Zealand tour of Ireland, 2022",https://www.cricbuzz.com/cricket-series/4046/new-zealand-tour-of-ireland-2022/matches
184,2022,International,Central Europe Cup 2022,https://www.cricbuzz.com/cricket-series/4359/central-europe-cup-2022/matches
185,2022,International,"Bulgaria tour of Serbia, 2022",https://www.cricbuzz.com/cricket-series/4434/bulgaria-tour-of-serbia-2022/matches
186,2022,International,Malaysia Quadrangular Series 2022,https://www.cricbuzz.com/cricket-series/4378/malaysia-quadrangular-series-2022/matches
187,2022,International,"Papua New Guinea tour of Singapore, 2022",https://www.cricbuzz.com/cricket-series/4366/papua-new-guinea-tour-of-singapore-2022/matches
188,2022,International,ICC Mens T20 World Cup Europe Qualifier Group C 2022,https://www.cricbuzz.com/cricket-series/4317/icc-mens-t20-world-cup-europe-qualifier-group-c-2022/matches
189,2022,International,"Malaysia tour of Singapore, 2022",https://www.cricbuzz.com/cricket-series/4336/malaysia-tour-of-singapore-2022/matches
190,2022,International,"India tour of Ireland, 2022",https://www.cricbuzz.com/cricket-series/4041/india-tour-of-ireland-2022/matches
191,2022,International,"Serbia tour of Bulgaria, 2022",https://www.cricbuzz.com/cricket-series/4310/serbia-tour-of-bulgaria-2022/matches
192,2022,International,"India tour of England, 2022",https://www.cricbuzz.com/cricket-series/3636/india-tour-of-england-2022/matches
193,2022,International,"Estonia tour of Finland, 2022",https://www.cricbuzz.com/cricket-series/4303/estonia-tour-of-finland-2022/matches
194,2022,International,"England tour of Netherlands, 2022",https://www.cricbuzz.com/cricket-series/3722/england-tour-of-netherlands-2022/matches
195,2022,International,"Bangladesh tour of West Indies, 2022",https://www.cricbuzz.com/cricket-series/4212/bangladesh-tour-of-west-indies-2022/matches
196,2022,International,"Malta tour of Belgium, 2022",https://www.cricbuzz.com/cricket-series/4282/malta-tour-of-belgium-2022/matches
197,2022,International,"Switzerland tour of Luxembourg, 2022",https://www.cricbuzz.com/cricket-series/4289/switzerland-tour-of-luxembourg-2022/matches
198,2022,International,Germany T20I Tri-Series 2022,https://www.cricbuzz.com/cricket-series/4275/germany-t20i-tri-series-2022/matches
199,2022,International,"South Africa tour of India, 2022",https://www.cricbuzz.com/cricket-series/3697/south-africa-tour-of-india-2022/matches
200,2022,International,"Australia tour of Sri Lanka, 2022",https://www.cricbuzz.com/cricket-series/4086/australia-tour-of-sri-lanka-2022/matches
201,2022,International,"Afghanistan tour of Zimbabwe, 2022",https://www.cricbuzz.com/cricket-series/4156/afghanistan-tour-of-zimbabwe-2022/matches
